"sensorreadingtime","serialnumber","distancefromobject"
"1655564444650","6ed39dce-2ab4-44ed-a2a8-508e4777da01","269"
"1655564433751","6ed39dce-2ab4-44ed-a2a8-508e4777da01","286"
"1655564466432","f8e09680-6e0c-46b4-b7a7-eacd8372b079","202"
"1655564381432","f8e09680-6e0c-46b4-b7a7-eacd8372b079","201"
"1655564440596","348a74d5-fe15-4fbc-b491-acea41639e02","227"
"1655564431932","348a74d5-fe15-4fbc-b491-acea41639e02","239"
"1655564423268","348a74d5-fe15-4fbc-b491-acea41639e02","267"
"1655564436019","b48d319c-6783-4a80-9567-aa4da1e8b005","201"
"1655564422519","b48d319c-6783-4a80-9567-aa4da1e8b005","231"
"1655564406319","b48d319c-6783-4a80-9567-aa4da1e8b005","219"
"1655563991161","9dc1d86f-b7c7-451c-90dc-23d54adeec19","209"
"1655563282034","1042e654-0b85-4606-b0a6-8422a0444235","261"
"1655564458094","240acc0b-9210-4fb9-9af5-97b5f225b8dd","297"
"1655564040875","bc8f04ed-2893-42a4-b96f-cd483b20325a","252"
"1655564033609","bc8f04ed-2893-42a4-b96f-cd483b20325a","225"
"1655564022710","bc8f04ed-2893-42a4-b96f-cd483b20325a","296"
"1655564008178","bc8f04ed-2893-42a4-b96f-cd483b20325a","220"
"1655564435984","addfed4f-228c-48a8-93b8-907ad8c7a7bf","245"
"1655564359732","addfed4f-228c-48a8-93b8-907ad8c7a7bf","222"
"1655564510716","b8ba2935-a6d8-44cf-b98a-f2e922beb394","295"
"1655564499616","b8ba2935-a6d8-44cf-b98a-f2e922beb394","219"
"1655564477416","b8ba2935-a6d8-44cf-b98a-f2e922beb394","221"
"1655564414516","b8ba2935-a6d8-44cf-b98a-f2e922beb394","271"
"1655564403416","b8ba2935-a6d8-44cf-b98a-f2e922beb394","284"
"1655562599176","57dc85a7-bd11-4f98-89f0-226345bc4a2a","293"
"1655562590677","57dc85a7-bd11-4f98-89f0-226345bc4a2a","263"
"1655564452662","16ea267c-a741-4103-afd1-f523ae3c4fbe","217"
"1655564412362","16ea267c-a741-4103-afd1-f523ae3c4fbe","260"
"1655564430689","4cdf7801-127a-4dd3-83a1-bc1775300cb7","206"
"1655564424023","4cdf7801-127a-4dd3-83a1-bc1775300cb7","224"
"1655564214510","e05af9a1-f574-4c11-9476-7ad084e07c2a","275"
"1655564147088","e05af9a1-f574-4c11-9476-7ad084e07c2a","238"
"1655564417434","7f903ba1-42b9-4fd2-9993-a52abd8b2a58","255"
"1655564404234","7f903ba1-42b9-4fd2-9993-a52abd8b2a58","241"
"1655563903002","57c2c78d-3fe1-4baf-befd-c2c6f968e362","223"
"1655564468782","d9cce27f-ad8f-42d3-ad26-45393bb0ec86","216"
"1655564417458","d9cce27f-ad8f-42d3-ad26-45393bb0ec86","251"
"1655564400340","04451fef-e611-47fe-92bd-a3a5c2b0c9b5","256"
"1655564391742","04451fef-e611-47fe-92bd-a3a5c2b0c9b5","261"
"1655564459016","3d13f9b2-6c4c-4890-bc47-b2074f652548","260"
"1655564455416","3d13f9b2-6c4c-4890-bc47-b2074f652548","227"
"1655564449975","dc110a02-ca1c-447d-b4a1-496dd8e71a67","291"
"1655564437375","dc110a02-ca1c-447d-b4a1-496dd8e71a67","291"
"1655564453127","a655aff1-fc91-4229-9352-a99bac031f6c","252"
"1655564426527","a655aff1-fc91-4229-9352-a99bac031f6c","235"
"1655564384727","a655aff1-fc91-4229-9352-a99bac031f6c","277"
"1655564499886","b2a8fd05-fd08-4bee-bf18-58f0fbeeb98e","298"
"1655564454434","b2a8fd05-fd08-4bee-bf18-58f0fbeeb98e","211"
"1655564459128","5abe8601-a4aa-4e7d-8fe2-852398295f4a","289"
"1655564390728","5abe8601-a4aa-4e7d-8fe2-852398295f4a","221"
"1655564033744","39d8889a-d478-4bbc-b7b4-ce7ad3500d0a","206"
"1655564506258","d076c8ed-0964-4b9c-94f2-b00244d4812f","252"
"1655564500126","d076c8ed-0964-4b9c-94f2-b00244d4812f","235"
"1655564481730","d076c8ed-0964-4b9c-94f2-b00244d4812f","230"
"1655564469466","d076c8ed-0964-4b9c-94f2-b00244d4812f","260"
"1655564463334","d076c8ed-0964-4b9c-94f2-b00244d4812f","253"
"1655564435740","d076c8ed-0964-4b9c-94f2-b00244d4812f","209"
"1655564455446","ba8b14f2-5aed-405d-93bb-993bc9bb930a","281"
"1655564451854","185a5057-22ad-40f3-9dc8-fa21c79bc442","236"
"1655564158868","1f4239eb-cae9-4855-9d32-55a9086fa6d5","279"
"1655564477485","f6963c38-0052-43ad-9c41-c5227b996aa2","212"
"1655564433383","58454b73-db15-45e4-8b41-2c896852dfed","244"
"1655564457079","87c5cb83-9de6-49d8-a050-975ee4d2eb9f","277"
"1655564493276","6bf5aff6-e324-4b74-8ca9-472d8467441d","229"
"1655564477280","6bf5aff6-e324-4b74-8ca9-472d8467441d","262"
"1655564159584","1d40609e-ee35-4352-8053-af6186d109f6","218"
"1655564465671","72ec6b97-0bde-4840-a783-348e2cc0d1a3","201"
"1655564462505","72ec6b97-0bde-4840-a783-348e2cc0d1a3","202"
"1655564453007","72ec6b97-0bde-4840-a783-348e2cc0d1a3","294"
"1655564106883","531bee92-b009-46df-8663-8f31ee4b1e63","281"
"1655564065291","531bee92-b009-46df-8663-8f31ee4b1e63","240"
"1655564054893","531bee92-b009-46df-8663-8f31ee4b1e63","280"
"1655564119124","4b510837-515e-4656-b8d5-4f2fe1889fd1","272"
"1655564114658","4b510837-515e-4656-b8d5-4f2fe1889fd1","222"
"1655564107959","4b510837-515e-4656-b8d5-4f2fe1889fd1","210"
"1655564094561","4b510837-515e-4656-b8d5-4f2fe1889fd1","245"
"1655564434678","f6ab57be-a768-4eb3-a6c2-8b5833c1646a","212"
"1655564417416","f6ab57be-a768-4eb3-a6c2-8b5833c1646a","251"
"1655564414950","f6ab57be-a768-4eb3-a6c2-8b5833c1646a","239"
"1655564412484","f6ab57be-a768-4eb3-a6c2-8b5833c1646a","283"
"1655564410018","f6ab57be-a768-4eb3-a6c2-8b5833c1646a","256"
"1655564516452","bb575b1d-e53e-477e-aef9-9def2a87e3be","282"
"1655564497287","bb575b1d-e53e-477e-aef9-9def2a87e3be","244"
"1655564474289","bb575b1d-e53e-477e-aef9-9def2a87e3be","278"
"1655564440320","d23ae91f-62e4-4fea-b0c8-20f49c574a2c","281"
"1655564161317","7a89ca19-ff59-4f5e-a98f-f7edf54d6a8c","278"
"1655564146155","7a89ca19-ff59-4f5e-a98f-f7edf54d6a8c","260"
"1655564462042","d75787a7-a24c-44aa-abe7-01611f19f43b","227"
"1655564164975","9cebd63f-aa88-49bd-b97e-844e4e8e1c5e","271"
"1655564153975","9cebd63f-aa88-49bd-b97e-844e4e8e1c5e","272"
"1655564147375","9cebd63f-aa88-49bd-b97e-844e4e8e1c5e","208"
"1655564116575","9cebd63f-aa88-49bd-b97e-844e4e8e1c5e","241"
"1655564414840","164e5b13-de9f-4f9f-87c8-92e9721acd3e","263"
"1655564465283","4abb245c-efdc-4255-9cae-f36a300524cb","227"
"1655564414421","4abb245c-efdc-4255-9cae-f36a300524cb","237"
"1655564017853","42c7a46e-b91a-4b21-aead-1cf230a0ed4d","271"
"1655563984853","42c7a46e-b91a-4b21-aead-1cf230a0ed4d","290"
"1655564484649","16b5880e-bf02-455c-b0d8-ae1cebb079f3","291"
"1655564480249","16b5880e-bf02-455c-b0d8-ae1cebb079f3","296"
"1655564449449","16b5880e-bf02-455c-b0d8-ae1cebb079f3","281"
"1655564423049","16b5880e-bf02-455c-b0d8-ae1cebb079f3","250"
"1655564017216","917423f4-6db2-4aff-aa8c-8c8f30eb176b","213"
"1655563992556","917423f4-6db2-4aff-aa8c-8c8f30eb176b","204"
"1655564362977","28167d39-6acf-4f0d-bd6d-459f11c6588a","207"
"1655564462201","30a55110-aa06-423b-89f0-e72d39c14e5b","234"
"1655564493322","81e76291-995f-429e-84e2-6e8ca0feb9e8","268"
"1655564485590","81e76291-995f-429e-84e2-6e8ca0feb9e8","232"
"1655564481724","81e76291-995f-429e-84e2-6e8ca0feb9e8","254"
"1655564419868","81e76291-995f-429e-84e2-6e8ca0feb9e8","276"
"1655564470938","72da28fa-c373-4ae7-8bc2-72e6fd679690","219"
"1655564420787","d750c3e3-4a6a-4e50-ad91-9ff1dbf0b78d","255"
"1655564466411","d9e56b51-0c23-4ac1-aeed-3d91f75ec0be","261"
"1655564434416","d9e56b51-0c23-4ac1-aeed-3d91f75ec0be","280"
"1655564421618","d9e56b51-0c23-4ac1-aeed-3d91f75ec0be","206"
"1655564179987","b63afb52-077c-4174-888a-6dde92fc7bb1","288"
"1655564142961","b63afb52-077c-4174-888a-6dde92fc7bb1","251"
"1655564163222","15a2d5f0-f00e-4718-af3a-c5c2430381be","224"
"1655564160088","1204400b-ed4e-4979-ad0d-e0f37e10a36c","247"
"1655564137428","1204400b-ed4e-4979-ad0d-e0f37e10a36c","211"
"1655564490854","536d2059-582f-4f64-ba41-25a4f0ddc60a","242"
"1655564484455","536d2059-582f-4f64-ba41-25a4f0ddc60a","257"
"1655564441795","536d2059-582f-4f64-ba41-25a4f0ddc60a","226"
"1655564445157","4dd49d94-facc-4e34-b5ec-281994c1f36a","280"
"1655564482462","abe24860-47f9-4c2a-987a-6db590ffadec","210"
"1655564475530","abe24860-47f9-4c2a-987a-6db590ffadec","241"
"1655563953655","386452f1-79c8-4a6a-90b7-89bd6bf5b0f4","249"
"1655563945989","386452f1-79c8-4a6a-90b7-89bd6bf5b0f4","246"
"1655563942156","386452f1-79c8-4a6a-90b7-89bd6bf5b0f4","281"
"1655563888494","386452f1-79c8-4a6a-90b7-89bd6bf5b0f4","268"
"1655563884661","386452f1-79c8-4a6a-90b7-89bd6bf5b0f4","291"
"1655564447712","d171178c-13ef-4fec-83c2-8df0b5eda02a","268"
"1655564420784","d171178c-13ef-4fec-83c2-8df0b5eda02a","292"
"1655564403954","d171178c-13ef-4fec-83c2-8df0b5eda02a","294"
"1655564459963","b357e335-bdb6-4127-a6cd-5dbdda6aacde","257"
"1655564408663","b357e335-bdb6-4127-a6cd-5dbdda6aacde","283"
"1655564427366","51993de4-04d3-44c1-b651-f5a1c3dd0f55","262"
"1655564443066","3d5c36e2-8364-4598-9cda-616dfe9acc56","225"
"1655564416669","3d5c36e2-8364-4598-9cda-616dfe9acc56","216"
"1655564427959","e0260f41-cba2-4e78-b94f-bde4ebfdb765","249"
"1655564408360","23fcbd51-9a56-48d1-8d4a-46a7426f4eb5","293"
"1655564405094","23fcbd51-9a56-48d1-8d4a-46a7426f4eb5","209"
"1655564398562","23fcbd51-9a56-48d1-8d4a-46a7426f4eb5","220"
"1655564010766","7adde419-b54a-4a5e-8c41-957d12782c15","218"
"1655563942366","7adde419-b54a-4a5e-8c41-957d12782c15","286"
"1655564456357","6798a829-ac92-40f1-ad82-7a256f9dcba9","264"
"1655564453757","6798a829-ac92-40f1-ad82-7a256f9dcba9","248"
"1655564199074","0aa50d7f-463c-4058-adc9-edd38330a2f9","239"
"1655564195841","0aa50d7f-463c-4058-adc9-edd38330a2f9","248"
"1655564160278","0aa50d7f-463c-4058-adc9-edd38330a2f9","203"
"1655564482830","caeaba5d-eeff-4389-b832-81179e7e3ee0","272"
"1655564410771","caeaba5d-eeff-4389-b832-81179e7e3ee0","272"
"1655564213212","05f22924-dd4b-4da7-9ec6-aaf10bb731d0","293"
"1655564194812","05f22924-dd4b-4da7-9ec6-aaf10bb731d0","230"
"1655564192512","05f22924-dd4b-4da7-9ec6-aaf10bb731d0","291"
"1655564176412","05f22924-dd4b-4da7-9ec6-aaf10bb731d0","280"
"1655564463417","d8fdc8f3-0d5e-4435-a927-1712f4bda9cb","286"
"1655564455343","f212d660-7970-4916-b6eb-e69e6719e800","246"
"1655564417487","f212d660-7970-4916-b6eb-e69e6719e800","272"
"1655563956653","d761f32b-b1e2-4da4-ae3f-681337b813a6","246"
"1655563212762","929e2d47-fb36-4d8f-9954-0696c4ec9019","287"
"1655563171336","929e2d47-fb36-4d8f-9954-0696c4ec9019","282"
"1655563160038","929e2d47-fb36-4d8f-9954-0696c4ec9019","266"
"1655564473255","295f2705-b64f-47c6-99f2-c134ada59033","203"
"1655564437858","295f2705-b64f-47c6-99f2-c134ada59033","280"
"1655564474125","021a3a98-f8b6-4cc3-82c2-9a5ef89bd8bf","223"
"1655564471159","021a3a98-f8b6-4cc3-82c2-9a5ef89bd8bf","272"
"1655564489070","8b10f3a3-f5f0-4c15-a822-e9be5fd2c268","277"
"1655564443570","8b10f3a3-f5f0-4c15-a822-e9be5fd2c268","298"
"1655564470672","7ba86d07-67eb-4572-937e-fa03d405827c","219"
"1655564483469","c41127e0-1c6a-4509-8178-19dac815c6ad","210"
"1655564464869","c41127e0-1c6a-4509-8178-19dac815c6ad","283"
"1655564443169","c41127e0-1c6a-4509-8178-19dac815c6ad","247"
"1655564453185","7b4c901c-847e-4282-b4b1-9c44e0a427f7","276"
"1655564442787","7b4c901c-847e-4282-b4b1-9c44e0a427f7","225"
"1655564380399","7b4c901c-847e-4282-b4b1-9c44e0a427f7","298"
"1655564454875","a7c15756-4699-40d4-9952-037e01a58b00","226"
"1655564414549","a7c15756-4699-40d4-9952-037e01a58b00","272"
"1655564207812","bc49e3fb-d660-4058-87f0-59434133146e","268"
"1655564197680","bc49e3fb-d660-4058-87f0-59434133146e","275"
"1655564187548","bc49e3fb-d660-4058-87f0-59434133146e","256"
"1655563290339","8b37e67b-4396-4487-8e39-a53e7b12e9d0","203"
"1655563277139","8b37e67b-4396-4487-8e39-a53e7b12e9d0","222"
"1655563263939","8b37e67b-4396-4487-8e39-a53e7b12e9d0","269"
"1655563994084","eb1c5181-3145-40c5-8202-8f086f4261df","258"
"1655563977084","eb1c5181-3145-40c5-8202-8f086f4261df","219"
"1655563970284","eb1c5181-3145-40c5-8202-8f086f4261df","266"
"1655563949884","eb1c5181-3145-40c5-8202-8f086f4261df","255"
"1655564504791","15f4c568-9560-4284-8b25-6fe090c7bdf1","296"
"1655563970552","39d8889a-d478-4bbc-b7b4-ce7ad3500d0a","283"
"1655564147533","a3c506c4-94f7-4eb4-8db8-d3fec1e2072b","288"
"1655564452367","da87fb99-8e30-4396-8834-ae9cb1ab7cc5","269"
"1655564448049","63e7e80d-ea40-41da-8db2-71e3db5267d2","261"
"1655564428585","63e7e80d-ea40-41da-8db2-71e3db5267d2","263"
"1655564417900","f9d4421e-162c-48f9-81d6-6552c1ecca5d","271"
"1655564405882","7af6f189-54f3-4da3-99e9-9e00d5833312","244"
"1655564459449","d68fa4e1-656f-4ae0-aa4f-73de4558a942","254"
"1655564456916","d68fa4e1-656f-4ae0-aa4f-73de4558a942","292"
"1655564455703","217370df-e87b-4477-8b10-05a8ad424fa5","279"
"1655564484603","b82ba9e0-48cb-45df-8b0b-93a4b8c6ab71","274"
"1655564466306","b82ba9e0-48cb-45df-8b0b-93a4b8c6ab71","204"
"1655564479184","23dc7bdd-044a-4d9f-af93-1ab6f4473404","216"
"1655564449568","2a9b19e3-afc1-452b-8831-6fe14f417844","296"
"1655564432238","2a9b19e3-afc1-452b-8831-6fe14f417844","251"
"1655564203600","3d6960d7-b00c-4d85-b844-158b169a1c0b","223"
"1655564188200","3d6960d7-b00c-4d85-b844-158b169a1c0b","258"
"1655564467824","17b87fb4-029c-4a74-b981-d869243513a8","206"
"1655564150208","0382c891-e0a2-4703-b7a6-2eee817fe4ba","265"
"1655564102616","0382c891-e0a2-4703-b7a6-2eee817fe4ba","291"
"1655564471940","4fd8a058-12d5-4ab7-a9de-a51083e59127","266"
"1655564450076","4fd8a058-12d5-4ab7-a9de-a51083e59127","300"
"1655564435548","a053743c-f2ab-4394-a06b-7083e57eb46a","214"
"1655564508485","fb85c255-273f-47ef-bb9e-caeccb380b76","223"
"1655564447633","fb85c255-273f-47ef-bb9e-caeccb380b76","210"
"1655564436483","56e3947b-c3b8-489b-80db-d0d0beeca472","205"
"1655564433983","56e3947b-c3b8-489b-80db-d0d0beeca472","226"
"1655564383983","56e3947b-c3b8-489b-80db-d0d0beeca472","201"
"1655564440683","6a180ecf-0128-4619-9610-8e3350ac0737","226"
"1655564431383","6a180ecf-0128-4619-9610-8e3350ac0737","204"
"1655564487501","726498e6-e1df-4d76-ba21-10e3db70ef51","216"
"1655564442701","726498e6-e1df-4d76-ba21-10e3db70ef51","213"
"1655564439501","726498e6-e1df-4d76-ba21-10e3db70ef51","299"
"1655564417303","695b1ce7-71e3-4157-bb2d-922ac9a46bd8","210"
"1655564407971","695b1ce7-71e3-4157-bb2d-922ac9a46bd8","287"
"1655564391640","695b1ce7-71e3-4157-bb2d-922ac9a46bd8","202"
"1655564455648","4c88410a-6f36-40ed-b224-ebe3e01593fc","231"
"1655564511908","9d2f683d-7588-41e9-b5af-704a191b2cec","256"
"1655564490580","9d2f683d-7588-41e9-b5af-704a191b2cec","212"
"1655564474584","9d2f683d-7588-41e9-b5af-704a191b2cec","297"
"1655564476363","f34f8308-d9cf-4d37-8b22-8335146b3855","203"
"1655564436239","f34f8308-d9cf-4d37-8b22-8335146b3855","266"
"1655564439379","474a3dd2-d8a8-447e-8fa6-6b61b051806e","273"
"1655564412184","c007feb7-dc9b-4233-9246-ecc7bfa20785","223"
"1655562500196","3613e71f-6d4f-4cf1-8c89-23f33441e6c9","267"
"1655562706476","07194ed3-18ba-42e1-9771-7b785224df9d","255"
"1655562689148","07194ed3-18ba-42e1-9771-7b785224df9d","287"
"1655562686982","07194ed3-18ba-42e1-9771-7b785224df9d","203"
"1655564158958","e2da2120-8592-4620-9f96-820924f22739","284"
"1655564420063","47c4229e-cfb6-4ed7-93c6-228762d91434","248"
"1655564403263","47c4229e-cfb6-4ed7-93c6-228762d91434","238"
"1655564389263","47c4229e-cfb6-4ed7-93c6-228762d91434","226"
"1655564401582","2dc4d5c5-8688-47ae-ba2b-987752ea631e","226"
"1655564366382","2dc4d5c5-8688-47ae-ba2b-987752ea631e","275"
"1655564395303","38a5324b-c29a-41b3-aa9d-e2ef921b93af","282"
"1655564159465","8eca1513-cac8-42eb-994f-f49c22ad3004","219"
"1655564178733","24eefd03-ac3d-4bc6-bca5-52d408201dff","262"
"1655564427231","b3819654-20e8-4c78-b62d-1de36de0c2bb","260"
"1655564416871","40bc8841-2f6f-47ef-9d1a-a3b3c626d4ad","211"
"1655564403706","40bc8841-2f6f-47ef-9d1a-a3b3c626d4ad","259"
"1655564433130","00c5844e-ebb4-486b-aac6-17a9b9c80449","233"
"1655564412334","00c5844e-ebb4-486b-aac6-17a9b9c80449","283"
"1655564444645","a3761b87-c9cb-46d8-b319-bc9d72e7ef49","216"
"1655564046309","befd1528-1209-466f-a58d-881bb4a53d28","245"
"1655564144038","85ffd26c-bdb4-4fbb-9b15-88851821ab42","283"
"1655564106458","e2da2120-8592-4620-9f96-820924f22739","239"
"1655564433565","38a5324b-c29a-41b3-aa9d-e2ef921b93af","249"
"1655564173465","8eca1513-cac8-42eb-994f-f49c22ad3004","202"
"1655564148965","8eca1513-cac8-42eb-994f-f49c22ad3004","255"
"1655564469531","40bc8841-2f6f-47ef-9d1a-a3b3c626d4ad","279"
"1655564431142","cba91a07-0991-4488-a544-5fc35b9ead29","215"
"1655564407412","48a9612a-0ad5-482c-988a-14b18171bf9b","223"
"1655563987691","3a4318a7-d31b-422d-9134-d88115e8eb9d","235"
"1655563985525","3a4318a7-d31b-422d-9134-d88115e8eb9d","282"
"1655563972529","3a4318a7-d31b-422d-9134-d88115e8eb9d","250"
"1655563935707","3a4318a7-d31b-422d-9134-d88115e8eb9d","216"
"1655564472389","b9b36cc5-0b23-4892-b82e-a744af9e2b17","250"
"1655564421389","b9b36cc5-0b23-4892-b82e-a744af9e2b17","239"
"1655564407789","b9b36cc5-0b23-4892-b82e-a744af9e2b17","219"
"1655564380589","b9b36cc5-0b23-4892-b82e-a744af9e2b17","245"
"1655564402760","ad0073e8-ce4d-47da-b8de-56c691a54860","204"
"1655563283330","83f3627b-7dc2-48e8-b196-fc2914db3ef4","247"
"1655563275398","83f3627b-7dc2-48e8-b196-fc2914db3ef4","233"
"1655563259534","83f3627b-7dc2-48e8-b196-fc2914db3ef4","276"
"1655563204010","83f3627b-7dc2-48e8-b196-fc2914db3ef4","226"
"1655563176248","83f3627b-7dc2-48e8-b196-fc2914db3ef4","238"
"1655564468645","671fbf9d-c08a-49a1-a4c1-825046404ba7","299"
"1655564456945","671fbf9d-c08a-49a1-a4c1-825046404ba7","272"
"1655564421845","671fbf9d-c08a-49a1-a4c1-825046404ba7","230"
"1655564417945","671fbf9d-c08a-49a1-a4c1-825046404ba7","294"
"1655564418583","a59f2b61-26d3-438f-90b8-11fb2273ef33","255"
"1655564411083","a59f2b61-26d3-438f-90b8-11fb2273ef33","254"
"1655564408583","a59f2b61-26d3-438f-90b8-11fb2273ef33","236"
"1655564193460","901cbdc6-730d-4bc5-9c27-a976a6084240","275"
"1655564184061","901cbdc6-730d-4bc5-9c27-a976a6084240","206"
"1655564155864","901cbdc6-730d-4bc5-9c27-a976a6084240","225"
"1655564456912","9803dcbc-f49b-459b-a149-845d47092334","280"
"1655564440648","9803dcbc-f49b-459b-a149-845d47092334","273"
"1655564455322","026a08cf-0774-4ee9-9651-b2fc6c440116","276"
"1655564425996","026a08cf-0774-4ee9-9651-b2fc6c440116","223"
"1655564461704","9097b03a-de0a-4360-82df-54349d49c184","241"
"1655564443539","9097b03a-de0a-4360-82df-54349d49c184","269"
"1655564194867","a7983496-a008-49d9-b075-696e1740a265","297"
"1655564148067","a7983496-a008-49d9-b075-696e1740a265","246"
"1655564115667","a7983496-a008-49d9-b075-696e1740a265","252"
"1655564452232","31c2af9f-0ce0-4261-89e7-4c6f8a20096a","270"
"1655564449432","31c2af9f-0ce0-4261-89e7-4c6f8a20096a","215"
"1655564430021","1917aa97-b0b3-4698-b4bf-5622d1333055","278"
"1655563159516","25283939-e068-4db0-b55c-d3d4fb701070","232"
"1655563148416","25283939-e068-4db0-b55c-d3d4fb701070","212"
"1655564442038","5a7e5145-13f3-419a-a2b9-4295e178ca46","250"
"1655564441979","9c467189-f7a0-4422-b4b6-2df48cf3bf0d","264"
"1655564390985","9c467189-f7a0-4422-b4b6-2df48cf3bf0d","289"
"1655564388152","9c467189-f7a0-4422-b4b6-2df48cf3bf0d","246"
"1655564108567","25765bf7-af8a-4439-8a3e-b795d2a5d6a5","224"
"1655564474986","8b7ee672-ab6f-469a-b89b-23c85ea1b84c","216"
"1655564495565","883e7d12-137a-4b4f-9876-5f25bda61a02","244"
"1655564449065","883e7d12-137a-4b4f-9876-5f25bda61a02","225"
"1655564409967","4772b7df-d506-4939-8b34-3b4a620fae94","235"
"1655564399968","4772b7df-d506-4939-8b34-3b4a620fae94","298"
"1655564179984","44208048-6a37-4985-a553-e4ac0a079f21","273"
"1655564134260","44208048-6a37-4985-a553-e4ac0a079f21","240"
"1655564489294","55042c8f-b0c4-4f85-99ed-0d338c823efe","225"
"1655564508447","7a3e54d5-7d21-4ece-971e-bac22389ce60","209"
"1655564458985","7a3e54d5-7d21-4ece-971e-bac22389ce60","298"
"1655564446572","47ac904c-6306-4603-8503-7958b81e6464","209"
"1655564091105","befd1528-1209-466f-a58d-881bb4a53d28","201"
"1655564431083","a59f2b61-26d3-438f-90b8-11fb2273ef33","270"
"1655564199726","901cbdc6-730d-4bc5-9c27-a976a6084240","222"
"1655564187194","901cbdc6-730d-4bc5-9c27-a976a6084240","204"
"1655564488632","31c2af9f-0ce0-4261-89e7-4c6f8a20096a","223"
"1655564427032","31c2af9f-0ce0-4261-89e7-4c6f8a20096a","214"
"1655563192816","25283939-e068-4db0-b55c-d3d4fb701070","267"
"1655564429106","5a7e5145-13f3-419a-a2b9-4295e178ca46","264"
"1655564479678","7d59e687-b190-4d1d-b906-d0d1665954f9","215"
"1655564476412","7d59e687-b190-4d1d-b906-d0d1665954f9","271"
"1655564125565","25765bf7-af8a-4439-8a3e-b795d2a5d6a5","220"
"1655564127728","44208048-6a37-4985-a553-e4ac0a079f21","215"
"1655564471530","1f77f4f4-fe5b-4195-9db4-743f529cf436","286"
"1655564439819","1917aa97-b0b3-4698-b4bf-5622d1333055","281"
"1655564461294","55042c8f-b0c4-4f85-99ed-0d338c823efe","221"
"1655564433295","7fe111a1-d7c3-4e44-bac1-84eec28b560c","261"
"1655564430629","7fe111a1-d7c3-4e44-bac1-84eec28b560c","278"
"1655564418789","10a463c9-ef23-454e-b5f9-25d0627487a6","286"
"1655564446942","67ce6135-2f06-4129-bde5-f08ed94f94cc","248"
"1655563977041","5c1a3532-e54a-4c9d-b9f5-d7c9685b82f4","227"
"1655563963177","5c1a3532-e54a-4c9d-b9f5-d7c9685b82f4","270"
"1655564483517","be786f74-6cc7-444d-bea1-5b50d2cadc7f","245"
"1655564436717","be786f74-6cc7-444d-bea1-5b50d2cadc7f","243"
"1655564426259","55900856-f299-440a-a508-0648b1684bc7","282"
"1655564468670","984cf228-88fe-4686-a115-bae6c37fa06b","263"
"1655564473951","e097951c-b656-4ec5-9459-91ae73409ada","219"
"1655564437907","dbfde3b7-69bf-4c56-a9e8-dfd48af6df89","260"
"1655564423207","dbfde3b7-69bf-4c56-a9e8-dfd48af6df89","243"
"1655564428270","b5f6b144-0260-4c4f-83e1-469150f9055b","265"
"1655564196537","466bb1b9-5dc3-4607-8f76-e0bcdcf6b9c7","202"
"1655564188405","466bb1b9-5dc3-4607-8f76-e0bcdcf6b9c7","291"
"1655564131714","314ed64d-643f-4cd3-b164-f4a8ae02fc29","256"
"1655564408914","db0fbb25-f82c-428c-823a-35274be4f259","286"
"1655564476135","dd192d35-6441-4a70-9c34-5fdc22a9b396","244"
"1655564425167","a0e24243-7fa0-4530-91f0-7bf689a8a93d","258"
"1655564393604","f4fe140d-c4db-4f54-98b9-65358d7cd583","225"
"1655564167440","44a6940f-6d51-43d8-b169-04ffebfde5b4","293"
"1655564134950","44a6940f-6d51-43d8-b169-04ffebfde5b4","207"
"1655564459378","b9d5f97f-3f39-4c28-bddc-405158aec2e1","212"
"1655563220191","092cbcde-3ce8-47bd-8082-062dfe826f2e","230"
"1655564192319","58f86607-383c-45c6-ba99-73236bdc7760","297"
"1655564122667","58f86607-383c-45c6-ba99-73236bdc7760","285"
"1655564504161","7414a106-ee97-4824-ab25-70bedeae1136","220"
"1655564484831","7414a106-ee97-4824-ab25-70bedeae1136","207"
"1655564473233","7414a106-ee97-4824-ab25-70bedeae1136","208"
"1655564469367","7414a106-ee97-4824-ab25-70bedeae1136","219"
"1655564438439","7414a106-ee97-4824-ab25-70bedeae1136","249"
"1655564419109","7414a106-ee97-4824-ab25-70bedeae1136","263"
"1655564222119","cf977dd3-df90-492a-b05d-15fd3898a45b","249"
"1655564421585","561df6cf-0504-4b77-9d72-0435295a37d5","220"
"1655564150042","9e3455ae-3479-4127-8e97-378bae3a0213","231"
"1655564409518","60a8abc4-d94e-451d-a61a-190533a83789","236"
"1655564382518","60a8abc4-d94e-451d-a61a-190533a83789","268"
"1655564427173","0ef707e0-8785-4ef2-bf2b-9c048fa51742","265"
"1655564443452","0a10888f-cfa7-45ba-9ca8-c806cf40a97b","265"
"1655564190931","595a0e33-9870-4bf5-ac8f-3ab5f70a078a","271"
"1655564122005","595a0e33-9870-4bf5-ac8f-3ab5f70a078a","207"
"1655564472433","c3ee6284-91b6-403d-965a-2b8a611b7612","237"
"1655564469545","e3ef535a-a364-4c93-b936-f9e9f7efbdab","221"
"1655564467445","e3ef535a-a364-4c93-b936-f9e9f7efbdab","225"
"1655564404992","7dd8a86e-1514-426d-b9c3-617f34203462","284"
"1655564479048","b4b4cad7-6ec6-4fcd-9064-2fea5b168c77","239"
"1655564466472","b00c1a32-b46f-477f-8594-e249e7f06395","287"
